molecule_chembl_id;canonical_smiles;standard_value;clase;Molecule;num_atoms;heavy_atoms;molecular_weight;log_p
CHEMBL217472;COc1cc(C(=O)c2sc(-c3ccccc3)cc2N)cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e9369a10>;45;26;369.1034790880005;4.254100000000003
CHEMBL209011;COc1cccc(-c2cc(C(=O)c3cc(OC)c(OC)c(OC)c3)c(N)s2)c1;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e9369af0>;49;28;399.1140437720006;4.262700000000003
CHEMBL217256;COc1cc(C(=O)c2sc(-c3ccccc3Cl)cc2N)cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e9369bd0>;45;27;403.0645067360005;4.907500000000003
CHEMBL2313788;COc1cc(Sc2c(-c3cc[nH]n3)[nH]c3ccccc23)cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e9369cb0>;46;27;381.11471246800045;4.735000000000003
CHEMBL2313792;COc1cc(Sc2c(-n3cncn3)[nH]c3ccccc23)cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e9369d90>;45;27;382.10996143600045;3.925600000000002
CHEMBL230846;CCn1ccc2cc(C(=O)c3cc(OC)c(OC)c(OC)c3)ccc21;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e9369e70>;46;25;339.14705815200057;3.918000000000003
CHEMBL410661;COc1cc(C(=O)c2sc(-c3cccs3)cc2N)cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e9369f50>;42;25;375.05990002400046;4.315600000000003
CHEMBL376125;CCCCc1ccc2[nH]c(-c3ccc(OC)cc3)c(/C=N\C)c2c1;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a030>;48;24;320.1888633880007;5.234800000000004
CHEMBL3597207;COc1cc(Sc2c(-c3ccccc3)[nH]c3cc(Cl)ccc23)cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a110>;49;29;425.0852421800005;6.665300000000005
CHEMBL3318105;COc1cc(C(=O)c2ccn(-c3cccc(NC(=N)N)c3)c2)cc(OC)c1OC.Cl;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a1f0>;53;30;430.1407828960006;3.461270000000001
CHEMBL3597223;COc1cc(Sc2c(-c3ccccc3)[nH]c3c(Cl)c(Cl)ccc23)cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a2d0>;49;30;459.04626982800045;7.318700000000004
CHEMBL3597213;COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c(-c3ccccc3)[nH]c2c1;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a3b0>;54;31;417.1576228360007;5.100300000000004
CHEMBL4580200;COc1cc(C(=O)c2cn(-c3ccccc3)cc2-c2ccc(Cl)cc2)cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a490>;54;32;447.1237358640006;6.054500000000005
CHEMBL4460943;COc1cc(C(=O)c2cn(-c3cccc(C)c3)cc2-c2ccccc2[N+](=O)[O-])cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a570>;59;35;472.1634364880006;5.6177200000000065
CHEMBL4527555;COc1cc(C(=O)c2cn(-c3ccccc3)cc2-c2ccc(N)cc2)cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a650>;56;32;428.1736072480007;4.983300000000003
CHEMBL3318119;COc1cc(C(=O)c2ccn(-c3cccc(O)c3)c2)cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a730>;45;26;353.1263227080005;3.439700000000002
CHEMBL3597221;COc1cc(Sc2c(-c3ccccc3)[nH]c3c(OC)cccc23)cc(OC)c1OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a810>;53;30;421.1347792160006;6.0205000000000055
CHEMBL2369024;CCC[C@@H](CC/C(C)=C/C=C/CC/C=C\[C@@H]1CSC([C@@H]2C[C@@H]2C)=N1)OC;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a8f0>;63;26;375.25958580400106;6.590500000000008
CHEMBL172557;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(O)CC2;1200.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936a9d0>;48;26;374.1187948040006;3.4411000000000023
CHEMBL2298917;COc1cc(/C=C\c2ccc(C)c(N=[N+]=[N-])c2)cc(OC)c1OC;1202.26;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936aab0>;43;24;325.1426414680005;5.133020000000005
CHEMBL213163;Cc1nc2ccccc2n1-c1csc(Nc2ccc(Br)cc2)n1;1250.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936ab90>;36;23;384.00442951600036;5.296520000000003
CHEMBL5182796;COc1ccc(S(=O)(=O)N(CCSC(=S)N2CCN(C)CC2)c2cc(OC)c(OC)c(OC)c2)cc1;1270.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936ac70>;69;36;555.1531487760009;3.1818000000000017
CHEMBL4858065;COc1ccc(-c2nc3nccc(-c4cc(OC)c(OC)c(OC)c4)n3n2)cc1O;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936ad50>;50;30;408.1433697400006;3.198300000000002
CHEMBL379867;COc1cc(C(=O)c2cc(-c3ccccc3)sc2N)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936ae30>;45;26;369.1034790880005;4.254100000000002
CHEMBL3597206;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3cc(Br)ccc23)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936af10>;50;30;465.0575702200005;5.854200000000004
CHEMBL217301;COc1cc(C(=O)c2sc(-c3ccsc3)cc2N)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936aff0>;42;25;375.05990002400046;4.315600000000003
CHEMBL3597194;COc1cc(Sc2c(-c3ccccc3)[nH]c3ccc(Br)cc23)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936b0d0>;49;29;469.0347266000005;6.774400000000005
CHEMBL3604201;COc1ccc2c(c1)CCCN2c1nc(NC2CC2)nc2ccccc12;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936b1b0>;48;26;346.17936132400064;4.297000000000003
CHEMBL4285681;COc1cc(Sc2c[nH]c3ccc(-c4cccs4)cc23)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936b290>;46;27;397.0806354680005;6.073400000000004
CHEMBL4285451;COc1cc(Sc2c[nH]c3c(-c4ccoc4)cccc23)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936b370>;46;27;381.1034790880005;5.604900000000004
CHEMBL4288263;COc1cc(Sc2c[nH]c3c(-c4ccsc4)cccc23)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936b450>;46;27;397.0806354680005;6.073400000000004
CHEMBL2322519;COc1cc([C@@H]2C[C@@H]2/C=C/c2ccccc2)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936b530>;45;23;310.1568945640006;4.529300000000004
CHEMBL3597216;COc1cc(Sc2c(-c3ccccc3)[nH]c3c(Cl)cccc23)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936b610>;49;29;425.0852421800005;6.665300000000005
CHEMBL4570431;COc1cc(C(=O)c2cn(-c3ccccc3)cc2-c2cc(F)ccc2F)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936b6f0>;54;33;449.14386459200057;5.679300000000005
CHEMBL355794;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(OC(C)=O)CC2;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936b7d0>;53;29;416.1293594880006;4.011900000000003
CHEMBL298240;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](N)CC2;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936b8b0>;49;26;373.13477921600065;3.4075000000000015
CHEMBL2313470;COc1cc(Sc2c(-c3cccnc3)[nH]c3ccccc23)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936b990>;48;28;392.1194635000005;5.406900000000005
CHEMBL3604205;COc1ccc2c(c1)CCCN2c1ncnc2ccccc12;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936ba70>;39;22;291.1371621640005;3.7227000000000023
CHEMBL4538271;COc1ccccc1-n1cc(C(=O)c2cc(OC)c(OC)c(OC)c2)c(-c2ccccc2)c1;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936bb50>;58;33;443.17327290000065;5.409700000000005
CHEMBL2313790;COc1cc(Sc2c(-n3ccnc3)[nH]c3ccccc23)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936bc30>;46;27;381.11471246800045;4.530600000000003
CHEMBL3318101;COc1cc(C(=O)c2ccn(-c3ccc(N)cc3)c2)cc(OC)c1OC;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936bd10>;46;26;352.1423071200005;3.316300000000002
CHEMBL3318123;COc1ccc(-n2ccc(C(=O)c3cc(OC)c(OC)c(OC)c3)c2)cc1O;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936bdf0>;49;28;383.1368873920005;3.448300000000003
CHEMBL3126927;COc1ccc2c(c1)N(C)C(=O)CN2c1nc(C)nc2ccccc12;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936bed0>;43;25;334.1429758160005;3.061320000000001
CHEMBL3393090;COc1ccc(/C=C/C(=O)c2ccccc2-c2ccc(F)cc2)cc1O;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c040>;43;26;348.11617262400046;5.103000000000004
CHEMBL3410890;COc1ccc2c(c1O)NC(=O)CN=C2c1cc(OC)c(OC)c(OC)c1;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c120>;47;27;372.1321363600005;2.2161
CHEMBL3318122;COc1ccc(-n2ccc(C(=O)c3cc(OC)c(OC)c(OC)c3)c2)cc1N;1300.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c200>;50;28;382.1528718040006;3.3249000000000013
CHEMBL4872489;COc1cc(C(=O)c2cn(-c3ccc(F)cc3)cc2-c2ncco2)cc(OC)c1OC;1400.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c2e0>;50;31;422.1277999280005;4.5282000000000036
CHEMBL300300;Oc1nc(/C=C/c2ccccc2)nc2ccc(I)cc12;1400.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c3c0>;31;20;373.99161097200033;4.110400000000001
CHEMBL2331945;Cc1ccc(Nc2nc(-c3ccccc3)no2)cc1;1400.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c4a0>;32;19;251.105862036;3.7886200000000017
CHEMBL2311855;COC(=O)c1ccc(Cl)nc1N(C)c1ccc(OC)cc1;1400.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c580>;36;21;306.0771200200004;3.2981000000000016
CHEMBL2313819;COc1cc(C(=O)c2c(-c3ccc[nH]3)[nH]c3ccccc23)cc(OC)c1OC;1400.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c660>;48;28;376.1423071200005;4.419800000000002
CHEMBL3318095;COc1cc(C(=O)c2ccn(-c3ccc(F)cc3)c2)cc(OC)c1OC;1400.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c740>;44;26;355.1219862760005;3.8732000000000024
CHEMBL291449;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](OC(=O)C13CCC(C)(C(=O)O1)C3(C)C)CC2;1400.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c820>;73;39;554.1974390480009;5.113900000000005
CHEMBL176317;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(OC(=O)c1ccccc1)CC2;1400.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c900>;60;34;478.14500955200066;5.305800000000005
CHEMBL3597208;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3cc(Cl)ccc23)cc(OC)c1OC;1400.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936c9e0>;50;30;421.1080858000005;5.745100000000003
CHEMBL3318100;COc1cc(C(=O)c2ccn(-c3cccc(N)c3)c2)cc(OC)c1OC;1400.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936cac0>;46;26;352.1423071200005;3.316300000000002
CHEMBL1210679;COc1ccc(CON=C2c3ccccc3C(=O)c3ccccc32)cc1O;1430.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936cba0>;44;27;359.11575802400046;3.9144000000000037
CHEMBL3318104;COc1cc(C(=O)c2ccn(-c3cccc(N(C)C)c3)c2)cc(OC)c1OC;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936cc80>;52;28;380.1736072480006;3.800100000000003
CHEMBL386110;CC[C@@]1(C)Oc2cc(ccc2O)[C@@H](O)[C@H](NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]1C(=O)NCC(=O)O;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936cd60>;69;35;494.2376640480009;-0.5988999999999964
CHEMBL2313468;COc1cc(Sc2c(-c3ccccn3)[nH]c3ccccc23)cc(OC)c1OC;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936ce40>;48;28;392.1194635000005;5.406900000000005
CHEMBL107;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936cf20>;54;29;399.1681875200007;2.871600000000001
CHEMBL386210;COc1ccc(S(=O)(=O)N2CCc3cccc(NC(=O)c4ccc(F)cc4)c32)cc1;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d000>;49;30;426.1049563080005;3.8380000000000027
CHEMBL176535;CCCC(=O)OC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d0e0>;59;31;444.1606596160008;4.792100000000005
CHEMBL2369026;C=CC[C@@H](CC/C(C)=C/C=C/CC/C=C\[C@H](CSC(=O)[C@@H]1C[C@@H]1C)NC(C)=O)OC;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d1c0>;69;30;433.26506510800107;5.617100000000006
CHEMBL47426;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d2a0>;42;22;300.13615912000057;3.8914000000000035
CHEMBL3318085;COc1cc(C(=O)c2ccn(-c3ccccc3)c2)cc(OC)c1OC;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d380>;44;25;337.1314080880005;3.7341000000000024
CHEMBL217297;COc1cc(C(=O)c2sc(-c3ccc(F)cc3)cc2N)cc(OC)c1OC;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d460>;45;27;387.09405727600046;4.393200000000004
CHEMBL2313452;COc1cc(Sc2c(-c3cc4ccccc4o3)[nH]c3ccccc23)cc(OC)c1OC;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d540>;52;31;431.11912915200054;6.758100000000006
CHEMBL2312231;COCc1ccc(Cl)nc1N(C)c1ccc(OC)cc1;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d620>;37;20;292.0978554640005;3.6579000000000024
CHEMBL383751;COc1ccc(Nc2nnc(-c3cccnc3NCc3ccccn3)o2)cc1;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d700>;46;28;374.1491238160005;3.890900000000001
CHEMBL3597224;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3c(Cl)c(Cl)ccc23)cc(OC)c1OC;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d7e0>;50;31;455.06911344800045;6.398500000000004
CHEMBL2331936;COc1cccc(-c2noc(Nc3ccc(C)cc3)n2)c1;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d8c0>;36;21;281.1164267200004;3.797220000000002
CHEMBL3597200;COc1cc(Sc2c(-c3ccccc3)[nH]c3ccc(F)cc23)cc(OC)c1OC;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936d9a0>;49;29;409.11479272000054;6.151000000000005
CHEMBL3597197;COc1cc(Sc2c(-c3ccccc3)[nH]c3ccc(Cl)cc23)cc(OC)c1OC;1500.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936da80>;49;29;425.0852421800005;6.665300000000005
CHEMBL3799494;COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)ccc1OCc1cn(CCOc2cc(=O)oc3ccccc23)nn1;1550.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936db60>;80;47;639.2216796360008;5.372600000000005
CHEMBL4743390;COc1cccc(-c2nnc3n2N=C(c2ccc(OC)c(N)c2)CS3)c1;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936dc40>;43;26;367.1102957840005;2.9026000000000005
CHEMBL2331948;Cc1ccc(Nc2nc(-c3ccccc3F)no2)cc1F;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936dd20>;32;21;287.0870184120003;4.066820000000001
CHEMBL89341;COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c(-c3ccc(OC)c(O)c3)[nH]c2c1;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936de00>;59;34;463.1631021400007;4.814500000000005
CHEMBL3329881;O=C(NCc1ccccc1)N1CCC(c2nc(-c3ccc(F)cc3)no2)CC1;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936dee0>;49;28;380.1648541320006;3.9649000000000028
CHEMBL2331956;CCOc1ccc(Nc2nc(-c3cccc(OC)c3)no2)cc1;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936dfc0>;40;23;311.1269914040005;3.887500000000002
CHEMBL2331955;CCc1ccc(Nc2nc(-c3cccc(OC)c3)no2)cc1;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936e0a0>;39;22;295.13207678400045;4.051200000000002
CHEMBL4535671;COc1cc(C(=O)c2cn(-c3ccc(N)cc3)cc2-c2ccccc2)cc(OC)c1OC;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936e180>;56;32;428.1736072480006;4.983300000000003
CHEMBL381405;COc1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)cc1;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936e260>;53;32;431.1593541520005;4.267100000000002
CHEMBL2331950;Cc1ccc(Nc2nc(-c3ccccc3F)no2)cc1;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936e340>;32;20;269.09644022400033;3.9277200000000017
CHEMBL4451655;COc1cccc(-n2cc(C(=O)c3cc(OC)c(OC)c(OC)c3)c(-c3ccccc3)c2)c1;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936e420>;58;33;443.17327290000065;5.409700000000005
CHEMBL89900;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1CC=C2;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936e500>;45;25;340.13107374000055;3.3175000000000017
CHEMBL3597187;COc1cc(Sc2c(-c3ccccc3)[nH]c3cccc(Cl)c23)cc(OC)c1OC;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936e5e0>;49;29;425.08524218000053;6.665300000000005
CHEMBL2420880;COc1ccc(N(C)c2cc(Br)cc(C(=O)NC3CC3)c2)cc1;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936e6c0>;42;23;374.06298994800056;4.117800000000003
CHEMBL3597214;COc1cc(Sc2c(-c3ccccc3)[nH]c3c(Br)cccc23)cc(OC)c1OC;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936e7a0>;49;29;469.0347266000005;6.774400000000005
CHEMBL217041;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)c(N)c1;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936e880>;44;23;315.1470581520006;3.473600000000002
CHEMBL3597191;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3cccc(F)c23)cc(OC)c1OC;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936e960>;50;30;405.13763634000054;5.230800000000004
CHEMBL3597209;COc1cc(Cc2c(-c3ccccc3)[nH]c3cc(Cl)ccc23)cc(OC)c1OC;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936ea40>;51;29;407.12882124400056;6.104900000000004
CHEMBL229560;COc1cc(Sc2c[nH]c3ccc(Br)cc23)cc(OC)c1OC;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936eb20>;39;23;393.0034264720004;5.107400000000003
CHEMBL3401783;COC(=O)Nc1nc2ccc(/C=C\c3cc(OC)c(OC)c(OC)c3)cc2[nH]1;1600.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936ec00>;49;28;383.1481207720006;3.937400000000003
CHEMBL5170564;CCCCc1ccc2nc(NC(=O)OC(C)CC)[nH]c2c1;1620.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936ece0>;44;21;289.1790269760006;4.252500000000002
CHEMBL5083520;COc1cc(-c2nnc3c(OC)cc(-c4ccc5c(ccn5C)c4)cn23)cc(OC)c1OC;1640.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936edc0>;57;33;444.1797552480007;4.589400000000004
CHEMBL3409623;Cc1ccc(S(=O)(=O)N2CC(=O)N3Cc4ccccc4[C@@H](OCc4ccccc4)[C@@H]3C2)cc1;1680.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936eea0>;59;33;462.1613283120007;3.6682200000000025
CHEMBL3318125;COc1ccc(-n2ccc(C(=O)c3cc(OC)c(OC)c(OC)c3)c2)cc1OC(C)C;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936ef80>;58;31;425.1838375840007;4.529900000000004
CHEMBL4546033;COc1cc(C(=O)c2cn(-c3ccc(Cl)cc3)cc2-c2ccccc2)cc(OC)c1OC;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936f060>;54;32;447.12373586400054;6.054500000000005
CHEMBL388306;CC(=O)O[C@@]12COC1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)O)C(C)C)c4ccccc4)C[C@@](O)([C@@H](OCc4ccccc4)C21)C3(C)C;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936f140>;130;67;933.4259183160018;2.4941000000000066
CHEMBL4520914;COc1cc(C(=O)c2cn(-c3cccc(N)c3)cc2-c2cccc([N+](=O)[O-])c2)cc(OC)c1OC;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936f220>;58;35;473.15868545600057;4.891500000000004
CHEMBL2313787;COc1cc(C(=O)c2c(-c3cn[nH]c3)[nH]c3ccccc23)cc(OC)c1OC;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936f300>;47;28;377.13755608800045;3.8148000000000026
CHEMBL2331947;CCOc1ccc(Nc2nc(-c3ccccc3F)no2)cc1;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936f3e0>;36;22;299.10700490800036;4.018000000000002
CHEMBL2313811;COc1cc(Sc2c(-c3ccccc3F)[nH]c3ccccc23)cc(OC)c1OC;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936f4c0>;49;29;409.11479272000054;6.151000000000005
CHEMBL386803;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2N)cc1O;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936f5a0>;45;24;331.1419727720006;3.179200000000002
CHEMBL2312232;COC(=O)c1ccc(C(F)(F)F)nc1N(C)c1ccc(OC)cc1;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936f680>;39;24;340.1034770000004;3.6635000000000026
CHEMBL3597190;COc1cc(Sc2c(-c3ccccc3)[nH]c3cccc(F)c23)cc(OC)c1OC;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936f760>;49;29;409.11479272000054;6.151000000000005
CHEMBL213971;COc1ccc(S(=O)(=O)N2CCc3cccc(NC(=O)c4cccs4)c32)cc1;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936f840>;46;28;414.0707990560005;3.7604000000000024
CHEMBL2331944;COc1ccc(Nc2nc(-c3ccccc3)no2)cc1Cl;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936f920>;33;21;301.06180430400036;4.142200000000002
CHEMBL2313813;COc1cc(Sc2c(-c3cccc(F)c3)[nH]c3ccccc23)cc(OC)c1OC;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936fa00>;49;29;409.11479272000054;6.151000000000005
CHEMBL4283677;CCOc1ccc(-c2cc(C)nn2-c2cc(OC)c(OC)c(OC)c2)cc1Cl;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936fae0>;51;28;402.13463489600065;4.925620000000005
CHEMBL3597215;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3c(Br)cccc23)cc(OC)c1OC;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936fbc0>;50;30;465.0575702200005;5.854200000000004
CHEMBL2313453;COc1cc(Sc2c(-c3cc4ccccc4s3)[nH]c3ccccc23)cc(OC)c1OC;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936fca0>;52;31;447.09628553200054;7.226600000000005
CHEMBL3318118;COc1cc(C(=O)c2ccn(-c3ccccc3O)c2)cc(OC)c1OC;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936fd80>;45;26;353.1263227080005;3.439700000000002
CHEMBL3597220;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3c(F)cccc23)cc(OC)c1OC;1700.0;intermediate;<rdkit.Chem.rdchem.Mol object at 0x7f54e936fe60>;50;30;405.13763634000054;5.230800000000004
