molecule_chembl_id;canonical_smiles;standard_value;clase
CHEMBL381963;Fc1cnc(NCc2ccccn2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1;3400.0;intermediate
CHEMBL2313804;COc1cc(C(=O)c2c(-c3ncco3)[nH]c3ccccc23)cc(OC)c1OC;3400.0;intermediate
CHEMBL285750;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)c1cccc([N+](=O)[O-])c1)CC2;3400.0;intermediate
CHEMBL2299098;COc1cc(CNc2ccc(C)c(O)c2)cc(OC)c1OC.Cl;3467.37;intermediate
CHEMBL345556;COc1ccc(COc2cc(OC)c(OC)c(OC)c2)cc1O;3467.37;intermediate
CHEMBL310038;COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c(-c3ccc(OC)c(O)c3)sc2c1;3500.0;intermediate
CHEMBL2331939;COc1ccc(OC)c(-c2noc(Nc3ccc4c(c3)OCCO4)n2)c1;3500.0;intermediate
CHEMBL2331938;COc1ccc(OC)c(-c2noc(Nc3ccc(C)c(F)c3)n2)c1;3500.0;intermediate
CHEMBL2313791;COc1cc(C(=O)c2c(-n3ccnc3)[nH]c3ccccc23)cc(OC)c1OC;3500.0;intermediate
CHEMBL3597204;COc1ccc2[nH]c(-c3ccccc3)c(Cc3cc(OC)c(OC)c(OC)c3)c2c1;3500.0;intermediate
CHEMBL311636;COc1ccc(/C=C\c2cc(OC)cc(OC)c2)cc1;3500.0;intermediate
CHEMBL3409624;Cc1ccc(S(=O)(=O)N2C[C@H]3[C@H](OCc4ccccc4)c4ccccc4CN3C(=O)[C@@H]2C)cc1;3550.0;intermediate
CHEMBL3597188;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3cccc(Cl)c23)cc(OC)c1OC;3600.0;intermediate
CHEMBL3393092;CN(C)c1ccc(/C=C/C(=O)c2ccccc2-c2ccc(F)cc2)cc1;3600.0;intermediate
CHEMBL2331954;COc1cccc(-c2noc(Nc3ccc(C)cc3)n2)c1OC;3600.0;intermediate
CHEMBL2313818;COc1cccc(-c2[nH]c3ccccc3c2Sc2cc(OC)c(OC)c(OC)c2)c1;3600.0;intermediate
CHEMBL4751362;Cc1cc(NC2=NC(=O)/C(=C\c3c4ccccc4cc4ccccc34)S2)no1;3610.0;intermediate
CHEMBL441018;COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)cc1Cl;3700.0;intermediate
CHEMBL3325998;COc1ccc(S(=O)(=O)N2CCc3cccc(Nc4ccc([N+](=O)[O-])cc4)c32)cc1;3700.0;intermediate
CHEMBL2313808;COc1cc(Cc2c(-c3ccccc3)[nH]c3ccccc23)cc(OC)c1OC;3700.0;intermediate
CHEMBL4440595;COc1cc(C(=O)c2cn(-c3ccc(N)cc3)cc2-c2cccc([N+](=O)[O-])c2)cc(OC)c1OC;3800.0;intermediate
CHEMBL223988;COc1ccc(CCN2C=CC=C3C2=Nc2ccccc2S(=O)(=O)N3C)cc1;3800.0;intermediate
CHEMBL203704;CS(=O)(=O)Nc1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)cc1;3800.0;intermediate
CHEMBL4287348;COC(=O)c1ccc2c(c1)NC(=O)CN2C(=O)c1cc(OC)c(OC)c(OC)c1;3970.0;intermediate
CHEMBL3629555;COc1ccc(/C=C/C(=O)/C=C/c2ccc(OCc3cn(CCN4C(=O)C(=O)c5ccccc54)nn3)c(OC)c2)cc1OC;3970.0;intermediate
CHEMBL102557;COc1ccc(/C=C(/C=O)c2cc(OC)c(OC)c(OC)c2)cc1;3981.07;intermediate
CHEMBL103333;COc1cc(/C=C\c2ccc(C)c(N)c2)cc(OC)c1OC;3981.07;intermediate
CHEMBL48397;CC(=O)Oc1ccc2nc(/C=C/c3ccccc3)nc(O)c2c1;4000.0;intermediate
CHEMBL3393095;COc1ccc(/C=C/C(=O)c2ccccc2-c2cccc(F)c2)cc1;4000.0;intermediate
CHEMBL61573;COc1cc2c(c(O)c1O)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2;4000.0;intermediate
CHEMBL291722;COc1cc2c(c(O)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2;4000.0;intermediate
CHEMBL3597196;COc1cc(Cc2c(-c3ccccc3)[nH]c3ccc(Br)cc23)cc(OC)c1OC;4000.0;intermediate
CHEMBL301851;COc1c(O)c(O)cc2c1-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2;4000.0;intermediate
CHEMBL2313481;COc1cc(Sc2c(-c3ccc4ncccc4c3)[nH]c3ccccc23)cc(OC)c1OC;4000.0;intermediate
CHEMBL213261;Cc1cn(-c2csc(Nc3ccc(Br)cc3)n2)c(C)n1;4000.0;intermediate
CHEMBL61572;COc1ccc([C@@H]2OCO[C@H]2c2cc(OC)c(OC)c(OC)c2)cc1O;4000.0;intermediate
CHEMBL2313459;COc1cc(C(=O)c2c(C3CCCC3)[nH]c3ccccc23)cc(OC)c1OC;4000.0;intermediate
CHEMBL5189736;CCCCc1ccc2nc(NC(=O)OC(C)C)[nH]c2c1;4040.0;intermediate
CHEMBL5191492;COc1ccc(CNC(=O)c2cc(F)ccc2N2CCOCC2)cc1/C=C/C(=O)NO;4060.0;intermediate
CHEMBL2313466;COc1ccc(-c2[nH]c3ccccc3c2C(=O)c2cc(OC)c(OC)c(OC)c2)cc1;4100.0;intermediate
CHEMBL327414;COc1ccc2c(-c3cc(OC)c(OC)c(OC)c3)c(-c3ccc(OC)c(O)c3)[nH]c2c1;4100.0;intermediate
CHEMBL390091;COc1ccc2[nH]cc(Sc3cc(OC)c(OC)c(OC)c3)c2c1;4100.0;intermediate
CHEMBL221628;COc1cc(-c2nncn2-c2ccc(N(C)C)cc2)cc(OC)c1OC;4100.0;intermediate
CHEMBL3355856;COc1ccc(/C=C/C(=O)c2cc3c(cc2OC)SCO3)cc1;4150.0;intermediate
CHEMBL372987;COC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1ccccc1OC;4200.0;intermediate
CHEMBL1242958;COc1cc(C(=O)c2ccc(-c3csc(N)n3)cc2-n2cncn2)cc(OC)c1OC;4290.0;intermediate
CHEMBL1760846;CCn1c2ccncc2c2cc(C(=O)c3ccc(S(C)(=O)=O)cc3)ccc21;4300.0;intermediate
CHEMBL313011;CCOC(=O)c1[nH]c2ccccc2c1S(=O)(=O)c1ccccc1;4400.0;intermediate
CHEMBL5184981;CCCCc1ccc2nc(NC(=O)C3CCOCC3)[nH]c2c1;4400.0;intermediate
CHEMBL3597199;COc1cc(Cc2c(-c3ccccc3)[nH]c3ccc(Cl)cc23)cc(OC)c1OC;4400.0;intermediate
CHEMBL313989;CCOC(=O)c1[nH]c2ccccc2c1Sc1ccccc1;4400.0;intermediate
CHEMBL5178230;C=CCOC(=O)Nc1nc2ccc(CCCC)cc2[nH]1;4410.0;intermediate
CHEMBL3600929;O=C1c2cc(Cl)ccc2SC2c3[nH]c4ccc(O)cc4c3CCN12;4500.0;intermediate
CHEMBL2313803;COc1cc(Sc2c(-c3ncco3)[nH]c3ccccc23)cc(OC)c1OC;4500.0;intermediate
CHEMBL380871;COC(=O)c1[nH]c2ccc([N+](=O)[O-])cc2c1Sc1cc(OC)c(OC)c(OC)c1;4500.0;intermediate
CHEMBL478140;COc1cc([C@H]2C[C@H]2/C=C/c2ccccc2)cc(OC)c1OC;4500.0;intermediate
CHEMBL206877;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])CC2;4600.0;intermediate
CHEMBL294903;CCC[C@@H](CC/C(C)=C/C=C/CCCCC1CSC([C@@H]2C[C@@H]2C)=N1)OC;4600.0;intermediate
CHEMBL2313789;COc1cc(Sc2c(-c3ncc[nH]3)[nH]c3ccccc23)cc(OC)c1OC;4600.0;intermediate
CHEMBL218541;COc1ccc(/C=C(\F)C(=O)c2cc(OC)c(OC)c(OC)c2)cc1;4600.0;intermediate
CHEMBL3326000;COC(=O)c1ccc(Nc2cccc3c2N(S(=O)(=O)c2ccc(OC)cc2)CC3)cc1;4700.0;intermediate
CHEMBL206073;O=C(NC(=O)c1ccccc1[N+](=O)[O-])Nc1ccc(Oc2ncc(Br)cn2)cc1;4700.0;intermediate
CHEMBL1714537;C=CC[C@@H](CC/C=C/C=C/CC/C=C\[C@@H]1CSC([C@@H]2C[C@@H]2C)=N1)OC;4800.0;intermediate
CHEMBL1791395;CC[C@@H](C)[C@@H]1NC(=O)[C@@H](NC)[C@H](O)c2ccc(O)c(c2)O[C@](C)(CC)[C@@H](C(=O)NCC(=O)O)NC1=O;4800.0;intermediate
CHEMBL382558;c1coc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1;4900.0;intermediate
CHEMBL3331200;COc1ccc(-c2cc3c4ccccc4n(C(C)=O)c3nn2)cc1OC;4920.0;intermediate
CHEMBL4242425;COc1ccc(N(C)C2=CC(=O)C(=O)c3ccccc32)cc1F;4978.0;intermediate
CHEMBL215181;COc1ccc(S(=O)(=O)N2CCc3cccc(NCc4ccccc4)c32)cc1;5000.0;intermediate
CHEMBL246600;COc1ccc(C[C@@H](O)c2cc(OC)c(OC)c(OC)c2)cc1O;5000.0;intermediate
CHEMBL204811;Fc1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)cc1;5000.0;intermediate
CHEMBL4798567;Cc1cc(-c2cccc(-c3c[nH]c4ccccc34)n2)c2ccccc2n1;5000.0;intermediate
CHEMBL4468802;COc1ccc(/C=C(\C)C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OCCCCCCCC(=O)NO;5000.0;intermediate
CHEMBL3740589;COc1ccc(-c2ccsc2-c2cc(OC)c(OC)c(OC)c2)cc1O;5010.0;intermediate
CHEMBL317013;COc1ccc(/C(C#N)=C\c2cc(OC)c(OC)c(OC)c2)cc1N;5011.87;intermediate
CHEMBL103062;COc1ccc(/C=C(/C#N)c2cc(OC)c(OC)c(OC)c2)cc1O;5011.87;intermediate
CHEMBL5197212;Cc1cc2nc(NC(=O)OC(C)C)[nH]c2cc1C;5080.0;intermediate
CHEMBL425414;CCN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21;5100.0;intermediate
CHEMBL4853727;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OCCCC(=O)NO;5200.0;intermediate
CHEMBL3329919;COc1cccc(NC(=O)N2CCC(c3nc(-c4ccc(Cl)cc4)no3)CC2)c1;5300.0;intermediate
CHEMBL3600388;O=C1c2cc(Cl)ccc2OC2c3[nH]c4ccc(O)cc4c3CCN12;5300.0;intermediate
CHEMBL50607;CN1CCN(C(Cc2nc(O)c3cc(Cl)ccc3n2)c2ccccc2)CC1;5300.0;intermediate
CHEMBL5171386;CCCCc1ccc2nc(NC(=O)OCCC)[nH]c2c1;5340.0;intermediate
CHEMBL2369023;C=CC[C@@H](CC/C(C)=C/C=C/CC/C=C\[C@@H]1CSC([C@@H]2C[C@@H]2C)=N1)OCC(F)(F)C(F)(F)C(F)(F)F;5400.0;intermediate
CHEMBL46947;Oc1nc(/C=C/c2ccccc2)nc2ccc(F)cc12;5400.0;intermediate
CHEMBL3629556;COc1ccc(/C=C/C(=O)/C=C/c2ccc(OCc3cn(CCN4C(=O)C(=O)c5ccccc54)nn3)c(OC)c2)cc1;5410.0;intermediate
CHEMBL2115069;C=CC[C@@H](CC/C(C)=C/C=C/CC/C=C\[C@H]1CSC([C@@H]2C[C@@H]2C)=N1)OC;5500.0;intermediate
CHEMBL414531;COc1cc(-n2cnnc2-c2ccc3c(ccn3C)c2)cc(OC)c1OC;5600.0;intermediate
CHEMBL207074;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NS(=O)(=O)c1ccccc1[N+](=O)[O-])CC2;5600.0;intermediate
CHEMBL44212;COc1ccc2c(O)nc(/C=C/c3ccccc3)nc2c1;5700.0;intermediate
CHEMBL2313807;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3ccccc23)cc(OC)c1OC;5700.0;intermediate
CHEMBL161957;COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc1;5700.0;intermediate
CHEMBL3604202;COc1ccc2c(c1)CCCN2c1nc(NC2CCCC2)nc2ccccc12;5700.0;intermediate
CHEMBL3355830;COc1ccc(/C=C/C(=O)c2cc3c(cc2OC)OCS3)cc1;5800.0;intermediate
CHEMBL3823710;COc1cc(-c2nnc(SCC(=O)Nc3ccc(C)cc3)n2N)cc(OC)c1OC;5900.0;intermediate
CHEMBL376708;COc1ccc(-n2cnnc2-c2cc(OC)c(OC)c(OC)c2)cc1O;6000.0;intermediate
CHEMBL2313473;COc1cc(C(=O)c2c(-c3ccncc3)[nH]c3ccccc23)cc(OC)c1OC;6000.0;intermediate
CHEMBL103856;COc1ccc(/C=C(/C#N)c2cc(OC)c(OC)c(OC)c2)cc1;6025.6;intermediate
CHEMBL73296;CCCOc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1;6025.6;intermediate
CHEMBL307624;COc1ccc2c(C(O)c3ccc(OC)c(O)c3)c(-c3cc(OC)c(OC)c(OC)c3)sc2c1;6100.0;intermediate
CHEMBL3318116;COc1cc(C(=O)c2ccn(-c3ccccc3OC(C)C)c2)cc(OC)c1OC;6100.0;intermediate
CHEMBL5188007;COc1ccc(C2CC(O)=Nc3c2ncn3-c2cccc(C(F)(F)F)c2)cc1O;6100.0;intermediate
CHEMBL2299100;COc1cc(/C=C\c2cccc(SC)c2)cc(OC)c1OC;6165.95;intermediate
CHEMBL223922;COC(=O)c1[nH]c2ccc(OC)cc2c1Sc1ccccc1;6200.0;intermediate
CHEMBL3400561;CCC1=CC2CN(/C=C(/C(=O)OC)Cc3c([nH]c4ccc(I)cc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1;6200.0;intermediate
CHEMBL427472;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@H](O)CC2;6200.0;intermediate
CHEMBL4283824;COc1cc(C(=O)c2c[nH]c3c(-c4ccsc4)cccc23)cc(OC)c1OC;6200.0;intermediate
CHEMBL211913;Cc1ccc(Nc2nc(-n3cc(C)nc3C)cs2)cc1;6250.0;intermediate
CHEMBL5191842;Cc1ccc2nc(NC(=O)OC(C)C)[nH]c2c1;6270.0;intermediate
CHEMBL229622;COc1cc(Sc2c[nH]c3ccc(O)cc23)cc(OC)c1OC;6300.0;intermediate
CHEMBL2313471;COc1cc(C(=O)c2c(-c3cccnc3)[nH]c3ccccc23)cc(OC)c1OC;6300.0;intermediate
CHEMBL330407;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1N;6500.0;intermediate
CHEMBL2313796;COc1cc(Cc2c(-c3ccoc3)[nH]c3ccccc23)cc(OC)c1OC;6500.0;intermediate
CHEMBL2322513;COc1ccc([C@H]2C[C@H]2c2cc(OC)c(OC)c(OC)c2)cc1O;6800.0;intermediate
CHEMBL229623;COc1cc(Sc2c[nH]c3ccc(OCCO)cc23)cc(OC)c1OC;6800.0;intermediate
CHEMBL2313794;COc1cc(Cc2c(-c3ccco3)[nH]c3ccccc23)cc(OC)c1OC;6800.0;intermediate
CHEMBL3318099;COc1cc(C(=O)c2ccn(-c3ccccc3N)c2)cc(OC)c1OC;6800.0;intermediate
CHEMBL413069;COc1cc(Sc2c(C)[nH]c3ccccc23)cc(OC)c1OC;6800.0;intermediate
CHEMBL5171969;CCCCCc1ccc2nc(NC(=O)OC(C)C)[nH]c2c1;6810.0;intermediate
CHEMBL3629633;COc1cc(/C=C/C(=O)/C=C/c2cccc3ccccc23)ccc1OCc1cn(CCN2C(=O)C(=O)c3ccccc32)nn1;7160.0;intermediate
CHEMBL48267;Oc1nc(CCc2ccccc2)nc2ccc(Cl)cc12;7300.0;intermediate
CHEMBL277148;Oc1cc(-c2ccccc2)nc2ccccc12;7300.0;intermediate
CHEMBL165020;COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccc(C(=O)c4ccccc4)cc3)OC(=O)[C@H](CC(C)C)OC(=O)CCNC2=O)cc1;7400.0;intermediate
CHEMBL431388;COc1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)cc1;7413.1;intermediate
CHEMBL386425;COc1ccc(Nc2nc(-n3cc(C)nc3C)cs2)cc1;7500.0;intermediate
CHEMBL3740269;COc1ccc(/C=C2\Cc3c(cc(OC)c(OC)c3OC)C2=O)cc1O;7560.0;intermediate
CHEMBL2313814;COc1cc(C(=O)c2c(-c3cccc(F)c3)[nH]c3ccccc23)cc(OC)c1OC;7600.0;intermediate
CHEMBL3800149;COc1cc(/C=C/C(=O)/C=C/c2cccc3ccccc23)ccc1OCc1cn(CCOc2cc(=O)oc3ccccc23)nn1;7650.0;intermediate
CHEMBL10121;COc1ccc(Cc2cc(OC)c(OC)c(OC)c2)cc1O;7762.47;intermediate
CHEMBL1098730;COc1ccc(/C=C/c2cc(OC)c(OC)c(OC)c2)cc1B(O)O;7800.0;intermediate
CHEMBL45348;COc1ccc(CCc2cc(OC)c(OC)c(OC)c2)cc1;7943.28;intermediate
CHEMBL213044;COc1ccc(Nc2nc(-n3ccnc3C)cs2)cc1;8000.0;intermediate
CHEMBL196832;COc1cc(C2C(C#N)=C(N)Oc3cc(N(C)C)ccc32)cc(Br)c1OC;8000.0;intermediate
CHEMBL214706;CC[C@@]1(C)Oc2cc(ccc2O)[C@@H](O)[C@H](NC)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)NCC(=O)O;8200.0;intermediate
CHEMBL3597203;COc1ccc2[nH]c(-c3ccccc3)c(C(=O)c3cc(OC)c(OC)c(OC)c3)c2c1;8300.0;intermediate
CHEMBL286404;COC(=O)c1[nH]c2ccccc2c1Sc1ccccc1;8300.0;intermediate
CHEMBL208189;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NCC(C)=O)CC2;8300.0;intermediate
CHEMBL4865690;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(C(=O)NO)cc1;8600.0;intermediate
CHEMBL3741225;COc1ccc(/C=C2\Cc3c(cc(OC)c(OC)c3OC)C2=O)cc1N;8640.0;intermediate
CHEMBL315541;COc1cccc(/C=C\c2cc(OC)c(OC)c(OC)c2)c1;8709.64;intermediate
CHEMBL3318088;COc1cc(C(=O)c2ccn(-c3ccccc3Cl)c2)cc(OC)c1OC;8800.0;intermediate
CHEMBL382359;c1cncc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1;8800.0;intermediate
CHEMBL5186583;CCc1nnc2c(Nc3ccc(C(=O)/C=C/c4cc(OC)c(OC)c(OC)c4)cc3)nc3ccccc3n12;8840.0;intermediate
CHEMBL3318097;COc1cc(C(=O)c2ccn(-c3cccc([N+](=O)[O-])c3)c2)cc(OC)c1OC;8900.0;intermediate
CHEMBL3331202;CC(=O)n1c2ccccc2c2cc(-c3ccc4ccccc4c3)nnc21;8910.0;intermediate
CHEMBL2299097;COc1ccc(NCc2cc(OC)c(OC)c(OC)c2)cc1O.Cl;8912.51;intermediate
CHEMBL323820;COc1cnc(/C=C\c2cc(OC)c(OC)c(OC)c2)cn1;8912.51;intermediate
CHEMBL3740121;COc1ccc(/C=C2\Cc3c(cc(OC)c(OC)c3OC)C2=O)cc1F;8920.0;intermediate
CHEMBL3331203;CC(=O)n1c2ccccc2c2cc(-c3cccc4ccccc34)nnc21;8970.0;intermediate
CHEMBL2313486;COc1cc(C(O)c2c(-c3ccn(S(=O)(=O)c4ccccc4)c3)[nH]c3ccccc23)cc(OC)c1OC;9000.0;intermediate
CHEMBL3410880;COc1ccc2c(c1)NC(=O)CN=C2c1cc(OC)c(OC)c(OC)c1;9000.0;intermediate
CHEMBL3742316;COc1ccc(/C=C2\Cc3c(cc(OC)c(OC)c3OC)C2=O)cc1Br;9050.0;intermediate
CHEMBL2313802;COc1cc(Cc2c(C3=NCCO3)[nH]c3ccccc23)cc(OC)c1OC;9400.0;intermediate
CHEMBL4762066;COc1ccc(C(=O)Cn2nc(-c3cc(OC)c(OC)c(OC)c3)nc2N)cc1;9400.0;intermediate
CHEMBL229510;Cc1cc(C)cc(Sc2c[nH]c3ccc(Cl)cc23)c1;9400.0;intermediate
CHEMBL2313816;COc1cc(C(=O)c2c(-c3ccc(F)cc3)[nH]c3ccccc23)cc(OC)c1OC;9400.0;intermediate
CHEMBL528271;CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1;9550.0;intermediate
CHEMBL382358;c1cnc(NCc2cnccn2)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1;9600.0;intermediate
CHEMBL3740714;COc1ccc(/C=C2\Cc3c(cc(OC)c(OC)c3OC)C2=O)cc1;9620.0;intermediate
CHEMBL380539;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])CC2;9700.0;intermediate
CHEMBL3740935;COc1ccc(-c2sccc2-c2cc(OC)c(OC)c(OC)c2)cc1O;9760.0;intermediate
CHEMBL2431844;COc1ccc(N(C)c2nc(C)nc3cc[nH]c23)cc1;10000.0;inactive
CHEMBL4754608;COc1ccc(-n2cccc2-c2cc(OC)c(OC)c(OC)c2)cc1N;10000.0;inactive
CHEMBL1210613;COc1ccc(S(=O)(=O)ON=C2c3ccccc3C(=O)c3ccccc32)cc1;10000.0;inactive
CHEMBL4278637;O=C1c2ccccc2C(=Cc2cccc(O)c2)c2ccccc21;10000.0;inactive
CHEMBL1210551;COc1ccc(C(=O)O/N=C2\c3cccc(Cl)c3C(=O)c3cccc(Cl)c32)cc1;10000.0;inactive
CHEMBL1210549;COc1ccc(C(=O)ON=C2c3ccccc3C(=O)c3ccccc32)cc1;10000.0;inactive
CHEMBL2298916;COc1ccc(/C=C\C=C\C=C\c2cc(OC)c(OC)c(OC)c2)cc1O;10000.0;inactive
CHEMBL1210737;COc1ccc(CO/N=C2\c3cccc(Cl)c3C(=O)c3cccc(Cl)c32)cc1;10000.0;inactive
CHEMBL103582;COc1ccc(/C=C(/C#N)c2cc(OC)c(OC)c(OC)c2)cc1N;10000.0;inactive
CHEMBL1210820;COc1ccc(CON=C2c3cccc(OC)c3C(=O)c3c(OC)cccc32)cc1;10000.0;inactive
CHEMBL1210821;COc1ccc(CON=C2c3cccc(OC)c3C(=O)c3c(OC)cccc32)cc1O;10000.0;inactive
CHEMBL217824;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2[N+](=O)[O-])cc1;10000.0;inactive
CHEMBL3597211;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3cc(F)ccc23)cc(OC)c1OC;10000.0;inactive
CHEMBL3580686;COc1ccc(-c2nc3cc(C)ccn3c2Nc2cc(OC)c(OC)c(OC)c2)cc1O;10000.0;inactive
CHEMBL385699;COc1ccc(N)c(/C=C\c2cc(OC)c(OC)c(OC)c2)c1;10000.0;inactive
CHEMBL386960;COc1cc(-c2nncn2-c2ccc3c(c2)CCN3C)cc(OC)c1OC;10000.0;inactive
CHEMBL217336;COc1ccc(/C=C\c2cc(OC)c(OC)cc2N)cc1;10000.0;inactive
CHEMBL9941;COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O;10000.0;inactive
CHEMBL210722;COc1cc(/C=C\Cc2cc(O)c3ccoc3c2)cc(OC)c1OC;10300.0;inactive
CHEMBL4568168;COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OCCCCCCC(=O)NO;10400.0;inactive
CHEMBL4798025;COc1cc(C(=O)c2nnc(-c3c[nH]c4ccccc34)o2)cc(OC)c1OC;10660.0;inactive
CHEMBL5190121;CCOCCSc1nc(-c2ccccc2Cl)nn1CCOCC;10700.0;inactive
CHEMBL3580698;COc1cc(Nc2c(C3C=Nc4ccccc43)nc3cnccn23)cc(OC)c1OC;11000.0;inactive
CHEMBL47360;O=c1[nH]c(/C=C/c2ccccc2)nc2ccccc12;11000.0;inactive
CHEMBL374404;COc1ccccc1Sc1c[nH]c2ccc(Cl)cc12;11000.0;inactive
CHEMBL2322515;COc1ccc([C@H]2C[C@H]2c2ccc(OC)c(OC)c2OC)cc1N;11200.0;inactive
CHEMBL33;C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23;11270.0;inactive
CHEMBL373208;CCOC(=O)c1[nH]c2ccccc2c1Sc1ccccc1OC;12000.0;inactive
CHEMBL3580685;COc1ccc(-c2nc3ccccn3c2Nc2cc(OC)c(OC)c(OC)c2)cc1O;12000.0;inactive
CHEMBL497332;CN(Cc1ccc2nccnc2c1)C(=O)c1ccc(C(=O)C(F)(F)F)s1;12000.0;inactive
CHEMBL4850217;COc1ccc(-c2nc3nccc(-c4cc(OC)c(OC)c(OC)c4)n3n2)cc1N;12200.0;inactive
CHEMBL5188275;COc1cc(Cc2nnc(SCC(=O)c3ccc(C)cc3)n2N)cc(OC)c1OC;12700.0;inactive
CHEMBL5176068;COc1ccc(C(=O)c2cn(CC(=O)Nc3ccc(F)cc3)c3cc(OC)c(OC)cc3c2=O)cc1;12800.0;inactive
CHEMBL3597201;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3ccc(F)cc23)cc(OC)c1OC;13000.0;inactive
CHEMBL3318110;COc1cc(C(=O)c2ccn(-c3ccccc3C)c2)cc(OC)c1OC;13000.0;inactive
CHEMBL229562;COc1cc(Sc2c[nH]c3ccc(N)cc23)cc(OC)c1OC;13000.0;inactive
CHEMBL5201514;COc1cc2c(=O)c(C(=O)c3ccc(F)cc3)cn(CC(=O)Nc3ccc(F)c(F)c3)c2cc1OC;13100.0;inactive
CHEMBL382619;FC1(F)Oc2ccc(Nc3nnc(-c4cccnc4NCc4ccccn4)o3)cc2O1;13300.0;inactive
CHEMBL3410884;COc1cc(C2=NCC(=O)Nc3cc4c(cc32)OCO4)cc(OC)c1OC;13600.0;inactive
CHEMBL3580699;COc1ccc(Nc2c(-c3cc(OC)c(OC)c(OC)c3)nc3ccccn23)cc1;14000.0;inactive
CHEMBL201631;CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1Sc1ccccc1;14000.0;inactive
CHEMBL49911;COc1ccc2nc(CC(c3ccccc3)N3CCCCC3)nc(O)c2c1;14000.0;inactive
CHEMBL2313801;COc1cc(C(=O)c2c(C3=NCCO3)[nH]c3ccccc23)cc(OC)c1OC;14000.0;inactive
CHEMBL3318120;COc1cc(C(=O)c2ccn(-c3ccc(O)cc3)c2)cc(OC)c1OC;15000.0;inactive
CHEMBL222228;c1ccc(Sc2c[nH]c3ccccc23)cc1;15000.0;inactive
CHEMBL264224;COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)CCNC2=O)cc1;15000.0;inactive
CHEMBL426842;c1cnc(NCC2CCCO2)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1;15500.0;inactive
CHEMBL425789;CC(=O)Nc1ccc(C(=O)/C=C/c2ccccn2)cc1;15700.0;inactive
